LeftHand_Xposition,LeftHand_Yposition,LeftHand_Zposition,LeftToeBase_Xposition,LeftToeBase_Yposition,LeftToeBase_Zposition,LeftForeArm_Xposition,LeftForeArm_Yposition,LeftForeArm_Zposition,Hips_Xposition,Hips_Yposition,Hips_Zposition,RightToeBase_Xposition,RightToeBase_Yposition,RightToeBase_Zposition,LeftShoulder_Xposition,LeftShoulder_Yposition,LeftShoulder_Zposition,RightLeg_Xposition,RightLeg_Yposition,RightLeg_Zposition,LeftFoot_Xposition,LeftFoot_Yposition,LeftFoot_Zposition,RightHandThumb1_Nub_Xposition,RightHandThumb1_Nub_Yposition,RightHandThumb1_Nub_Zposition,RightFoot_Xposition,RightFoot_Yposition,RightFoot_Zposition,RightForeArm_Xposition,RightForeArm_Yposition,RightForeArm_Zposition,LeftUpLeg_Xposition,LeftUpLeg_Yposition,LeftUpLeg_Zposition,RightShoulder_Xposition,RightShoulder_Yposition,RightShoulder_Zposition,RightArm_Xposition,RightArm_Yposition,RightArm_Zposition,RightToeBase_Nub_Xposition,RightToeBase_Nub_Yposition,RightToeBase_Nub_Zposition,RightHand_Xposition,RightHand_Yposition,RightHand_Zposition,Spine_Xposition,Spine_Yposition,Spine_Zposition,LeftArm_Xposition,LeftArm_Yposition,LeftArm_Zposition,LeftLeg_Xposition,LeftLeg_Yposition,LeftLeg_Zposition,LeftToeBase_Nub_Xposition,LeftToeBase_Nub_Yposition,LeftToeBase_Nub_Zposition,LeftHandThumb1_Xposition,LeftHandThumb1_Yposition,LeftHandThumb1_Zposition,LeftHandThumb1_Nub_Xposition,LeftHandThumb1_Nub_Yposition,LeftHandThumb1_Nub_Zposition,LeftHand_Nub_Xposition,LeftHand_Nub_Yposition,LeftHand_Nub_Zposition,RightHand_Nub_Xposition,RightHand_Nub_Yposition,RightHand_Nub_Zposition,RightHandThumb1_Xposition,RightHandThumb1_Yposition,RightHandThumb1_Zposition,Head_Nub_Xposition,Head_Nub_Yposition,Head_Nub_Zposition,Head_Xposition,Head_Yposition,Head_Zposition,RightUpLeg_Xposition,RightUpLeg_Yposition,RightUpLeg_Zposition
-5.9910517340389315,42.67502660218038,-1.414838887129764,-7.029059630841112,2.0663112448319914,-1.2448935373373218,-5.992351195882882,43.62215256855757,-0.031747031084093554,0.0,31.51892416674724,0.0,7.124255083821268,2.1016804164830853,-1.622570877514324,0.5223528197833033,46.5359890452213,-0.17736659576144342,4.9837664963977115,17.10000765606886,-2.830367647149603,-6.390827180559596,4.207256355574278,1.5511888957662494,6.090559922018153,41.053720792455366,-2.2016489262269463,6.946193587591958,4.249062499111764,1.1490223894906122,6.9698730754635605,43.21542308313504,-0.8993547576306801,-2.5055874132356415,31.699634659245618,0.1747462124299796,0.5223528197833033,46.5359890452213,-0.17736659576144342,4.365052383434592,48.56217663393015,-0.7119441861686346,7.399105677272528,2.025238271303476,-3.6991694868486698,6.909190209899386,41.2378932953185,-1.835199455057368,0.3103033800982103,38.75882348004833,0.34837812253197425,-3.2332187918504274,48.85123241922699,-0.1824162896032129,-5.18353848369132,17.308191579014622,-2.4137894449025312,-7.549418329114033,2.201614813594598,-3.3358091425002785,-5.9910517340389315,42.67502660218038,-1.414838887129764,-5.220890126076968,42.4943793576809,-2.0087424628841113,-6.082999164333161,42.4623183643216,-1.6847573050211802,7.251428368248898,40.617344818484156,-2.1297183618327047,6.909190209899386,41.2378932953185,-1.835199455057368,-0.12841808970167762,54.56622675069216,0.07339222274457018,0.6388944781961698,50.81029306631518,-0.4663141235771824,2.5055874132356415,31.338213674248863,-0.1747462124299796
-5.3751064471842165,43.56603930857477,-0.2870947977247821,-12.978828188673361,2.268768265908828,1.866405121423825,-4.444452228679623,42.08462737499306,-0.7819473225737732,-0.00407667068775865,31.137328464893866,-0.27844710914118154,10.723623314646165,1.8326978359290793,-1.696630780858242,0.6037544071246339,46.7728526756462,0.2622822711008165,7.016243163197893,17.118656396613687,-3.3989458769626166,-11.740459578051466,4.655880413605596,4.3242893648946295,8.467856581970599,33.77984846548317,3.306170548414717,9.410493375659025,4.011961512470733,0.07879106431112282,4.498267220998633,41.025962970876876,2.517722647057218,-2.490451005814272,31.334437274751277,-0.42464311568684143,0.5830719430417769,46.759551367891554,0.2635297173536246,4.708958553510377,49.11505165354247,0.7116257439612707,11.564151307850036,1.3294800655970545,-2.8534200344989262,7.847597750993176,35.92603482140111,4.442946154715138,-0.20416611903288967,38.48548402198264,0.3412496091046962,-2.842270852160949,49.21691848044337,-1.4304578673614743,-6.361279281395256,16.436788244506733,-1.7142394152468756,-13.394511780215668,2.162661424421425,-0.30661302473000573,-5.254619658653764,43.53872987400446,-0.23660993987068657,-5.528979503761072,44.64187383197757,-0.3849512171729309,-6.3254502133613935,45.94888070474374,1.0124103594240021,10.50460372475872,34.83087914513727,6.1133869954907345,7.7933753999493955,36.023568331845844,4.456676925550042,0.4591524848587267,55.12963429497904,1.3268258658339893,1.0189445029694553,51.33824723434256,0.21777279857389742,2.4859877526265746,30.95790399268226,0.14852981413976352
-5.43359576260761,44.18412770780713,0.17344573413182174,-13.18041223149529,2.293644599925647,1.9782818404277145,-4.224252246669578,42.0456398267806,-0.507020911159077,-0.024446779779395533,31.16259229336108,-0.5497833016274705,10.752097404062013,1.718653521383538,-1.7032902756588761,0.6588636710749469,46.823885678756206,0.4067707912316255,6.882075064217948,16.992025163326765,-3.448697953902746,-12.031882579852685,4.68229337823969,4.485312379174239,8.579751242803114,33.5044614186348,3.9778337366082135,9.382423211837523,3.9017633476332843,0.13042845169131145,4.580619368998007,41.05611946229595,2.957336301700437,-2.51215896210576,31.334013387655514,-0.5841382919373255,0.6355185902293302,46.80890175351539,0.4079925619977326,4.769601298462563,49.22735365277631,0.9924603050677995,11.618031403327937,1.2177225078314744,-2.8960023800067085,7.943106666641622,35.57309769549757,4.902495871406435,-0.181978461997204,38.510248449695375,0.3217394373246445,-2.7880241844849443,49.297504943555495,-1.3446943391456219,-6.672259529005919,16.450156748859722,-1.5786407917450678,-13.580809550502131,2.197011299231292,-0.23977475313128072,-5.309625372600098,44.156740185653895,0.21339660024902873,-5.7946238794904845,45.47610146302253,0.14447059690823527,-6.640331841240446,46.848371143069485,1.563152115421333,10.658045174378179,34.26554895814266,6.606659484336358,7.886533699189195,35.66415259618676,4.917405906120549,0.4512446498482773,55.19178269106687,1.528992047357451,1.0901995173380277,51.40067400748918,0.44976713572624794,2.4866943570691102,31.008058024344955,0.03556234013230486
-5.447590978745879,44.87285495503488,0.6650321318553463,-13.395207043162758,2.3257092892222024,2.0640135741241807,-4.00570755782157,42.08468932491536,-0.2933010466799718,-0.05479515383966306,31.215760135183572,-0.8027206018602929,10.777094631274611,1.616094540811109,-1.705354459255017,0.7128799230122231,46.900242263707575,0.5446084236990161,6.745026533409614,16.912447423366476,-3.4664850276454553,-12.33321134672605,4.716417832630604,4.654129819129106,8.735831277137866,33.23464227832504,4.5153955832135635,9.345218094414584,3.7891915703278904,0.18064010470549746,4.622525236474606,41.10027384158606,3.3333025814496633,-2.5630768890121836,31.362915907431493,-0.7240024886104663,0.6867088556627742,46.88339459342548,0.5461952051962746,4.832985912521647,49.33693448537665,1.2359620137431482,11.679832228632996,1.1247312199664397,-2.931091399704942,8.07292316688336,35.28820681697506,5.248096037990081,-0.16206132615135704,38.56870656743888,0.31196845735336703,-2.747200592699779,49.40493255560715,-1.2220755205115512,-7.004127891835736,16.475732392664188,-1.4572261423623278,-13.785478352376519,2.2399039597832235,-0.2212915738973233,-5.316523935615479,44.84521506286728,0.6962332825668378,-6.025712666868367,46.39574687651455,0.7758635294730896,-6.82252211687262,47.775408393937234,2.200987154718297,10.838353755334149,33.78169432397088,6.961391677397306,8.016159965477765,35.36980525823249,5.263330531961638,0.4382696420183223,55.27093177255267,1.7019784573723826,1.1602675575701888,51.483509575489364,0.6669158489977487,2.506303095021185,31.08558591018908,-0.0786112715603004
-5.408250174861114,45.574691579634454,1.1693962538784373,-13.59774803649093,2.3685284423239157,2.1332609672444165,-3.783590904256027,42.172130448889924,-0.12323794049055181,-0.08940833377274676,31.291455837551528,-1.0297566917542913,10.774198052050735,1.5250159758029043,-1.704531709620678,0.7713187100749167,46.989441654828454,0.6709993950524288,6.633198585717598,16.87157301131683,-3.472160217209954,-12.609506528939226,4.7601192404978825,4.818098597168389,8.949558272307316,32.97855245025846,4.981143285377247,9.286611186817744,3.6844038639962013,0.22692387446009243,4.640924807150236,41.148664606948394,3.635845700288223,-2.6302525185732577,31.418233694743495,-0.8382928257907158,0.7429016489503683,46.97091098521887,0.6731894594393383,4.905121854537622,49.44118339929723,1.4287391508512526,11.716593043634814,1.0473063953576633,-2.9608641889276637,8.229213641698943,35.05345101560113,5.53039672836862,-0.13761548133123971,38.648978703995446,0.3088599893206173,-2.711641206258802,49.5232685111462,-1.0658071681710175,-7.328852259513673,16.516276990569796,-1.337668944847937,-13.986032795814324,2.2932143169747885,-0.22463069275572967,-5.268730035710398,45.54720729678065,1.1925938705498482,-6.188285293750981,47.32733465324839,1.4592682087478592,-6.889664811119102,48.69316797696665,2.8914516336164744,11.038092688506438,33.374911101228996,7.238826821840873,8.175041367154394,35.125030183838,5.5457449447709415,0.43231032114941503,55.36834495962779,1.8441366556712082,1.2349417903909976,51.57466588957124,0.8638238045144063,2.5376868914476005,31.18200162517514,-0.19216550214424943
-5.319458327224795,46.249331515684716,1.6724386221764602,-13.783609115803143,2.4225779623408497,2.1906567008171143,-3.572099256521919,42.28973800810301,0.01311173333623239,-0.1237880151597178,31.380664981084966,-1.2258658202362582,10.736108369772529,1.44183970158566,-1.7037567881469569,0.8360312318550185,47.081312677387224,0.7848983407725589,6.550149521203368,16.85897406816811,-3.4703352344571554,-12.85291937953962,4.814113478081747,4.967801658713268,9.213088048756607,32.74798411115037,5.409794524668694,9.205875677397522,3.588907864585975,0.2694881544883161,4.6464393458966,41.198776723616135,3.8717517254796716,-2.706434871394776,31.49146745998571,-0.9246208644819904,0.8062430750912168,47.061497224028585,0.7878278955955904,4.987215580648843,49.53641218834726,1.5715020458807976,11.714367416012273,0.9819547501701156,-2.990898324747369,8.406250255574061,34.8664527761943,5.7833305471017225,-0.10544291376603958,38.740770401196684,0.3129487918247178,-2.677644237658524,49.64044201125168,-0.8806808715068244,-7.632879908853555,16.5688523842258,-1.2163358623221923,-14.17797920441367,2.3559492961876245,-0.23478910857241297,-5.171905317924193,46.22272883032504,1.6880821140947435,-6.272678828717337,48.21319889711898,2.156427351243691,-6.859553426790051,49.56397903160991,3.6112431363919635,11.25236775348943,33.04565352235995,7.483842966223715,8.3572795532598,34.928594543237345,5.798826979942246,0.4414290780691716,55.47645668967106,1.9526500007906815,1.3157000768850593,51.66425336975585,1.0385887038684967,2.578121657157712,31.287390875039804,-0.30228006415802533
-5.192364752624413,46.86856717994875,2.1603073712302345,-13.960622949034573,2.485993456691296,2.2335227886595668,-3.3788156262761366,42.418926827308695,0.12089740677689575,-0.1551665463159504,31.472813182064876,-1.3879586798504049,10.663341225866356,1.3633127391362119,-1.7039596159726695,0.9071844692161664,47.165724227530006,0.8875731291987502,6.491606021398653,16.8642042101938,-3.4571376490868286,-13.071878489948533,4.878261455974482,5.092214534384068,9.510179502834267,32.54954435670743,5.816451231442289,9.106933801614561,3.5021687659287926,0.31100340608398425,4.642544946109766,41.24317775597427,4.055814071128044,-2.7859157338997753,31.57162675144916,-0.9858411063426448,0.876935886930019,47.145125280696995,0.8913213860658115,5.077577850915439,49.615990824226955,1.6744097169547603,11.668823587518366,0.9254232628458063,-3.024868190794762,8.593461034694757,34.72436884788373,6.029165500822055,-0.06481288141117114,38.833986196686745,0.3257996690398467,-2.6420274576913765,49.744207372846226,-0.6764951643401801,-7.911224582113242,16.629000684878342,-1.0982310075263753,-14.366367449207663,2.42458299161798,-0.24890583649020803,-5.038534036510521,46.8439777961835,2.168793784077738,-6.286775939415611,49.011637451757615,2.836640017370004,-6.757937369966598,50.35856439067289,4.334857081728182,11.470333550712306,32.79146688973138,7.727711267892263,8.551764050288584,34.7783364175656,6.0447152915803315,0.46620149108948705,55.58302583761368,2.028219029566907,1.4025049582872553,51.7420507094227,1.1922499292340696,2.624709117704212,31.391352502385047,-0.40293507012233765
-5.039842005409476,47.416092979749465,2.616015557745494,-14.143455487796194,2.5551468814171123,2.2548222862101897,-3.200711322364297,42.54279252001822,0.20104547824235974,-0.18281578045948796,31.55725336980879,-1.514723105483533,10.560525110859599,1.2876211155653623,-1.7025999029658374,0.983766618929323,47.23304514400235,0.981863351831098,6.449065540717266,16.876945523076103,-3.428600796699298,-13.283545931490904,4.950320304090265,5.1811974675477295,9.818826165405062,32.381620079020585,6.205369989093242,8.993461784581173,3.422724011444484,0.3562641425104218,4.6269379230324725,41.26795507894071,4.206546655958906,-2.863717767074506,31.64793730027814,-1.0285631463416205,0.9538221838568521,47.212183670028445,0.9864860320111999,5.171435981762835,49.67126597619791,1.7535677135784047,11.583214398490002,0.8762815532043471,-3.061549503421431,8.776068649773853,34.61892735983887,6.279099364139912,-0.017361791623108344,38.91889133485747,0.3490641977069666,-2.6008060707530953,49.8237898692915,-0.4668004139633509,-8.164951358495049,16.69150868750395,-0.9931154804132625,-14.562334750136772,2.4946615003563903,-0.27258783360046257,-4.882305673819405,47.39496123493665,2.617717644810675,-6.247515020300818,49.70027808811105,3.4743789157062164,-6.612614715202401,51.059137539199284,5.030617438521644,11.676197681934434,32.603593941986276,7.986241090837211,8.742980851161766,34.66621442155713,6.294239538559888,0.5019159463998124,55.67267765878661,2.0756271928182914,1.4946474903837283,51.798304915477864,1.3281354179812475,2.6732906992588794,31.483306814279903,-0.4862448349325563
-4.872655591482608,47.88942906847708,3.023992338400414,-14.348943323094877,2.6259106569712296,2.246033045898294,-3.0276810222995283,42.651935178310545,0.2531972095494529,-0.2075272812284959,31.62464166360304,-1.606207059431888,10.434541465360157,1.2140988287718633,-1.6965133133770816,1.0638859217574008,47.27554915960905,1.0702584937834332,6.414310591745587,16.88772413904641,-3.3825598911198136,-13.507210713229677,5.026492326379749,5.226992342195529,10.111549223698875,32.23510910580761,6.5726449180459205,8.86808464755275,3.348320421798232,0.4104631621285121,4.593730175499837,41.25718891177929,4.338915061851627,-2.9363739254860084,31.711395343146048,-1.060912453904514,1.0347442645797227,47.25487460819389,1.0757967508935575,5.263172310645239,49.693092050899565,1.8247064337791832,11.466740091520858,0.8346026541273026,-3.098191160676124,8.935954919637048,34.53685603605286,6.5324107301943295,0.03363022183368472,38.987058519024444,0.3833694691372901,-2.551360938486067,49.87256648813092,-0.26684947290468175,-8.400177352533841,16.752263964078963,-0.9108560352212937,-14.780101029057686,2.562138193689842,-0.3156966752411198,-4.714278460167352,47.87310197342208,3.0191462757349745,-6.172954830191797,50.274818811036,4.050961407571259,-6.447961941570366,51.664179802250715,5.668683249220421,11.850863818220512,32.46682037249449,8.259210399853737,8.912056655142996,34.578882428533134,6.546297802000427,0.5413328696439541,55.730805471342045,2.1007480328299533,1.590849195259726,51.8254726816938,1.4495125485458762,2.719732970996495,31.55366735047224,-0.5442471585960328
-4.698232721551148,48.29556824576734,3.37306321989658,-14.591763437743259,2.694479747213367,2.1993484738952818,-2.8476142991896203,42.743355592005344,0.2778584634218295,-0.23075055707776726,31.667359358761654,-1.6630718188588567,10.291506295737518,1.1427873490810083,-1.6833340294833816,1.1446624683323878,47.28774580041331,1.1548809269800953,6.3818743552255155,16.88868760531365,-3.3189001968902687,-13.758005813041857,5.103253734695786,5.224535882652964,10.360167434571794,32.094513074630314,6.9108346174959046,8.730835865311372,3.2760185979683905,0.4782043375242493,4.535805001697423,41.19633107361891,4.464437893659513,-3.00225313182278,31.75481559772506,-1.09024228167813,1.1165152124659503,47.267591361803966,1.161340223889753,5.347021090601002,49.67236074233064,1.9007932135717938,11.330315327206097,0.8017518034007007,-3.1323938155549955,9.055251336708421,34.460509330484385,6.782048557611163,0.08442791757649812,39.03150908596668,0.42836939903258875,-2.4941570540822307,49.88879647396228,-0.08897064684748857,-8.625139277627179,16.809025246169778,-0.8602131997907665,-15.033660431823096,2.623099219536579,-0.38853825900260563,-4.541865408501257,48.28492626626019,3.3615955904878767,-6.0771223477940985,50.7421316869122,4.555901461533954,-6.282792717246702,52.184134948872654,6.225745382578448,11.975418822087546,32.3595053004839,8.537533708615399,9.04036641649658,34.49851383919198,6.7935781795965715,0.5771070422506624,55.74660474411727,2.1094116171180746,1.6884882865158661,51.81867748416239,1.5595969623714852,2.7610684109303016,31.594538060809743,-0.5704011157652404
